(:, :, 1) = 
-0.00778628298151357, 0.03591331687220638, -0.01019378094320583, -0.007827895194128303, 0.006371075137811953, 0.00958338614166424, -0.0928514131772743, -0.05693568910212715, -0.005856675542944736;
-0.001136445531853224, 0.0006924884741233001, 0.0005682715799359169, -0.004961685222016753, -0.006751567520979725, -0.003770022958075452, -0.001910448412288012, -0.003379944201104512, 0.002314634356187522;
0.003578937115881997, -0.0005610676457432472, -0.0005188064056754572, -0.0002272892890566339, 0.002246485166820431, 0.002673872641319465, -0.004890811379992956, -0.00114686418779588, -0.0001626949542226563;
-0.001392448050871972, 0.002555041615666088, 0.0003427359870022081, -0.0003264223104744318, -0.001623846354269761, -0.003043054250262457, 0.002250917109354449, 0.0008196533946773246, 0.001677098852384539;
0.001120993642383903, -0.0003663052457316593, -0.002582296302478167, -0.0007523621772420753, -0.001996334654941556, -0.0003141775219248397, -0.00163536671631121, 0.002880127039704257, 0.002881667421986013;
-0.003319478449936715, -0.001490229615178186, -0.0033051781787387, -0.002737593614754923, -0.0009777754844002122, 0.0001255224943905348, 0.003168079765411978, 0.004543382550500224, 0.005016149867175792;
0.0009602960813943177, 0.0002160700696018668, 0.00177219787172345, -0.0009948875468202129, -0.001304683278800765, 0.0007145792040795764, -0.002400844200378526, 0.0007083226506064434, 0.001464949378455109;
0.0004448555102332835, -0.0004593023200896368, -0.005632665330874423, -0.002035023823837588, 0.000286562148009411, 7.577191871259452e-05, -0.002228457238762968, -0.002094605576499237, 0.00169888973220436;
0.0007832248246728759, -0.002809647790293711, -0.004182516151018142, -0.0005996825705783889, 0.001437488657376052, 0.002238108191456639, 0.001905771978540559, 0.003004411212769524, -0.001070569153934268;
-0.002432511768872202, -0.003402698194762449, -0.001343807033371728, 0.0008234208736143454, 0.0022800272355369, -0.0006221595128269856, 0.001420686227241466, 0.001758906353949754, 0.001922796598965343
